index,data
244,248.367554
245,248.468460
246,248.566177
247,248.660690
248,248.751999
249,248.840103
250,248.925003
251,249.006699
252,249.085175
253,249.160446
254,249.232483
255,249.301315
256,249.366928
257,249.429306
258,249.488464
259,249.544388
260,249.597076
261,249.646545
262,249.692780
263,249.735779
264,249.775543
265,249.812057
266,249.845352
267,249.875397
268,249.902206
269,249.925766
270,249.946091
271,249.963165
272,249.977005
273,249.987595
274,249.994949
275,249.999054
276,249.999908
277,249.997528
278,249.991898
279,249.983017
280,249.970901
281,249.955536
282,249.936935
283,249.915085
284,249.889999
285,249.861664
286,249.830093
287,249.795288
288,249.757233
289,249.715958
290,249.671432
291,249.623688
292,249.572693
293,249.518478
294,249.461029
295,249.400360
296,249.336456
297,249.269333
298,249.199005
299,249.125443
300,249.048660
301,248.968674
302,248.885468
303,248.799057
304,248.709442
305,248.616623
306,248.520599
307,248.421387
308,248.318985
309,248.213379
310,248.104599
311,247.992630
312,247.877487
313,247.759155
314,247.637665
315,247.513000
316,247.385178
317,247.254181
318,247.120041
319,246.982758
320,246.842316
321,246.698730
322,246.552017
323,246.402161
324,246.249176
325,246.093079
326,245.933853
327,245.771515
328,245.606079
329,245.437531
330,245.265900
331,245.091171
332,244.913345
333,244.732452
334,244.548477
335,244.361450
336,244.171356
337,243.978195
338,243.781998
339,243.582748
340,243.380463
341,243.175156
342,242.966812
343,242.755463
344,242.541107
345,242.323730
346,242.103378
347,241.880035
348,241.653702
349,241.424393
350,241.192123
351,240.956894
352,240.718719
353,240.477600
354,240.233536
355,239.986557
356,239.736649
357,239.483826
358,239.228104
359,238.969498
360,238.707993
361,238.443604
362,238.176361
363,237.906250
364,237.633286
365,237.357483
366,237.078842
367,236.797363
368,236.513092
369,236.225998
370,235.936111
371,235.643433
372,235.347977
373,235.049759
374,234.748764
375,234.445038
376,234.138565
377,233.829361
378,233.517441
379,233.202805
380,232.885468
381,232.565445
382,232.242752
383,231.917389
384,231.589355
385,231.258682
386,230.925369
387,230.589432
388,230.250885
389,229.909729
390,229.565979
391,229.219650
392,228.870758
393,228.519287
394,228.165283
395,227.808746
396,227.449677
397,227.088104
398,226.724014
399,226.357452
400,225.988403
401,225.616882
402,225.242920
403,224.866501
404,224.487671
405,224.106415
406,223.722763
407,223.336700
408,222.948273
409,222.557480
410,222.164322
411,221.768829
412,221.371017
413,220.970871
414,220.568436
415,220.163712
416,219.756699
417,219.347427
418,218.935913
419,218.522156
420,218.106171
421,217.687988
422,217.267609
423,216.845032
424,216.420303
425,215.993408
426,215.564377
427,215.133209
428,214.699936
429,214.264572
430,213.827103
431,213.387573
432,212.945999
433,212.502365
434,212.056702
435,211.609039
436,211.159363
437,210.707718
438,210.254089
439,209.798523
440,209.341003
441,208.881561
442,208.420197
443,207.956955
444,207.491821
445,207.024826
446,206.555984
447,206.085297
448,205.612808
449,205.138504
450,204.662399
451,204.184540
452,203.704910
453,203.223541
454,202.740448
455,202.255646
456,201.769150
457,201.280960
458,200.791122
459,200.299622
460,199.806503
461,199.311768
462,198.815414
463,198.317490
464,197.818008
465,197.316956
466,196.814377
467,196.310287
468,195.804688
469,195.297592
470,194.789047
471,194.279037
472,193.767578
473,193.254715
474,192.740448
475,192.224792
476,191.707764
477,191.189392
478,190.669662
479,190.148636
480,189.626297
481,189.102676
482,188.577774
483,188.051636
484,187.524246
485,186.995651
486,186.465866
487,185.934875
488,185.402725
489,184.869431
490,184.335007
491,183.799469
492,183.262833
493,182.725113
494,182.186340
495,181.646515
496,181.105667
497,180.563812
498,180.020966
499,179.477142
500,178.932358
501,178.386642
502,177.839996
503,177.292450
504,176.744019
505,176.194733
506,175.644577
507,175.093597
508,174.541809
509,173.989212
510,173.435852
511,172.881729
512,172.326859
513,171.771255
514,171.214951
515,170.657959
516,170.100311
517,169.541992
518,168.983047
519,168.423492
520,167.863327
521,167.302582
522,166.741287
523,166.179443
524,165.617065
525,165.054199
526,164.490829
527,163.927002
528,163.362717
529,162.797989
530,162.232864
531,161.667328
532,161.101410
533,160.535141
534,159.968536
535,159.401596
536,158.834351
537,158.266830
538,157.699036
539,157.130981
540,156.562714
541,155.994217
542,155.425537
543,154.856674
544,154.287659
545,153.718506
546,153.149216
547,152.579834
548,152.010376
549,151.440842
550,150.871277
551,150.301666
552,149.732056
553,149.162445
554,148.592865
555,148.023346
556,147.453873
557,146.884491
558,146.315201
559,145.746033
560,145.177017
561,144.608139
562,144.039444
563,143.470947
564,142.902649
565,142.334595
566,141.766785
567,141.199234
568,140.631973
569,140.065018
570,139.498398
571,138.932098
572,138.366165
573,137.800613
574,137.235458
575,136.670715
576,136.106400
577,135.542542
578,134.979141
579,134.416245
580,133.853836
581,133.291962
582,132.730637
583,132.169861
584,131.609665
585,131.050064
586,130.491074
587,129.932724
588,129.375031
589,128.818008
590,128.261658
591,127.706024
592,127.151108
593,126.596939
594,126.043526
595,125.490883
596,124.939049
597,124.388016
598,123.837822
599,123.288475
600,122.739990
601,122.192398
602,121.645699
603,121.099930
604,120.555092
605,120.011208
606,119.468300
607,118.926384
608,118.385475
609,117.845589
610,117.306747
611,116.768974
612,116.232269
613,115.696663
614,115.162170
615,114.628807
616,114.096596
617,113.565544
618,113.035675
619,112.507011
620,111.979553
621,111.453339
622,110.928368
623,110.404671
624,109.882256
625,109.361145
626,108.841347
627,108.322891
628,107.805779
629,107.290039
630,106.775688
631,106.262741
632,105.751205
633,105.241112
634,104.732468
635,104.225296
636,103.719604
637,103.215424
638,102.712753
639,102.211617
640,101.712029
641,101.214012
642,100.717583
643,100.222740
644,99.729523
645,99.237930
646,98.747993
647,98.259712
648,97.773109
649,97.288200
650,96.805008
651,96.323540
652,95.843811
653,95.365837
654,94.889641
655,94.415230
656,93.942619
657,93.471832
658,93.002876
659,92.535774
660,92.070534
661,91.607170
662,91.145706
663,90.686150
664,90.228516
665,89.772820
666,89.319084
667,88.867317
668,88.417526
669,87.969742
670,87.523964
671,87.080215
672,86.638512
673,86.198860
674,85.761276
675,85.325783
676,84.892380
677,84.461098
678,84.031937
679,83.604919
680,83.180054
681,82.757355
682,82.336838
683,81.918518
684,81.502411
685,81.088524
686,80.676872
687,80.267464
688,79.860329
689,79.455460
690,79.052887
691,78.652611
692,78.254654
693,77.859024
694,77.465729
695,77.074799
696,76.686226
697,76.300034
698,75.916229
699,75.534836
700,75.155853
701,74.779305
702,74.405190
703,74.033531
704,73.664337
705,73.297615
706,72.933388
707,72.571663
708,72.212440
709,71.855751
710,71.501595
711,71.149986
712,70.800934
713,70.454453
714,70.110550
715,69.769241
716,69.430534
717,69.094444
718,68.760979
719,68.430145
720,68.101967
721,67.776436
722,67.453575
723,67.133400
724,66.815903
725,66.501114
726,66.189026
727,65.879662
728,65.573029
729,65.269135
730,64.967987
731,64.669601
732,64.373978
733,64.081139
734,63.791088
735,63.503830
736,63.219383
737,62.937748
738,62.658939
739,62.382965
740,62.109833
741,61.839554
742,61.572132
743,61.307583
744,61.045906
745,60.787121
746,60.531227
747,60.278240
748,60.028160
749,59.781002
750,59.536770
751,59.295471
752,59.057117
753,58.821716
754,58.589272
755,58.359791
756,58.133286
757,57.909763
758,57.689224
759,57.471684
760,57.257145
761,57.045612
762,56.837101
763,56.631607
764,56.429146
765,56.229721
766,56.033337
767,55.840000
768,55.649723
769,55.462502
770,55.278351
771,55.097275
772,54.919277
773,54.744362
774,54.572540
775,54.403812
776,54.238190
777,54.075672
778,53.916264
779,53.759975
780,53.606812
781,53.456776
782,53.309868
783,53.166100
784,53.025475
785,52.887993
786,52.753666
787,52.622490
788,52.494476
789,52.369629
790,52.247944
791,52.129433
792,52.014099
793,51.901939
794,51.792969
795,51.687180
796,51.584583
797,51.485180
798,51.388973
799,51.295963
800,51.206158
801,51.119556
802,51.036167
803,50.955986
804,50.879017
805,50.805267
806,50.734734
807,50.667423
808,50.603333
809,50.542469
810,50.484833
811,50.430424
812,50.379246
813,50.331303
814,50.286591
815,50.245113
816,50.206875
817,50.171875
818,50.140110
819,50.111588
820,50.086308
821,50.064266
822,50.045471
823,50.029919
824,50.017605
825,50.008541
826,50.002720
827,50.000141
828,50.000809
829,50.004719
830,50.011875
831,50.022274
832,50.035919
833,50.052807
834,50.072937
835,50.096310
836,50.122925
837,50.152779
838,50.185875
839,50.222206
840,50.261776
841,50.304585
842,50.350624
843,50.399899
844,50.452408
845,50.508141
846,50.567104
847,50.629295
848,50.694710
849,50.763348
850,50.835205
851,50.910278
852,50.988567
853,51.070068
854,51.154781
855,51.242699
856,51.333820
857,51.428146
858,51.525665
859,51.626385
860,51.730293
861,51.837391
862,51.947674
863,52.061138
864,52.177780
865,52.297596
866,52.420582
867,52.546734
868,52.676048
869,52.808517
870,52.944145
871,53.082920
872,53.224838
873,53.369896
874,53.518089
875,53.669415
876,53.823864
877,53.981434
878,54.142120
879,54.305916
880,54.472816
881,54.642818
882,54.815910
883,54.992096
884,55.171360
885,55.353703
886,55.539116
887,55.727592
888,55.919128
889,56.113720
890,56.311356
891,56.512032
892,56.715740
893,56.922474
894,57.132229
895,57.344997
896,57.560772
897,57.779549
898,58.001312
899,58.226063
900,58.453793
901,58.684494
902,58.918156
903,59.154770
904,59.394337
905,59.636841
906,59.882278
907,60.130638
908,60.381916
909,60.636101
910,60.893181
911,61.153156
912,61.416016
913,61.681747
914,61.950344
915,62.221798
916,62.496101
917,62.773243
918,63.053215
919,63.336006
920,63.621609
921,63.910019
922,64.201218
923,64.495201
924,64.791962
925,65.091484
926,65.393761
927,65.698784
928,66.006546
929,66.317024
930,66.630226
931,66.946129
932,67.264732
933,67.586014
934,67.909966
935,68.236588
936,68.565865
937,68.897781
938,69.232323
939,69.569496
940,69.909271
941,70.251648
942,70.596611
943,70.944153
944,71.294258
945,71.646912
946,72.002113
947,72.359848
948,72.720100
949,73.082855
950,73.448112
951,73.815849
952,74.186058
953,74.558723
954,74.933846
955,75.311394
956,75.691368
957,76.073761
958,76.458542
959,76.845718
960,77.235260
961,77.627167
962,78.021423
963,78.418015
964,78.816925
965,79.218147
966,79.621666
967,80.027466
968,80.435539
969,80.845871
970,81.258438
971,81.673248
972,82.090263
973,82.509491
974,82.930901
975,83.354492
976,83.780243
977,84.208145
978,84.638184
979,85.070335
980,85.504601
981,85.940956
982,86.379387
983,86.819885
984,87.262436
985,87.707024
986,88.153625
987,88.602234
988,89.052841
989,89.505424
990,89.959969
991,90.416458
992,90.874886
993,91.335228
994,91.797470
995,92.261612
996,92.727615
997,93.195488
998,93.665199
999,94.136734
1000,94.610085
1001,95.085236
1002,95.562164
1003,96.040855
1004,96.521301
1005,97.003487
1006,97.487389
1007,97.972992
1008,98.460289
1009,98.949249
1010,99.439873
1011,99.932137
1012,100.426025
1013,100.921516
1014,101.418602
1015,101.917267
1016,102.417496
1017,102.919258
1018,103.422554
1019,103.927361
1020,104.433662
1021,104.941444
1022,105.450684
1023,105.961372
1024,106.473488
1025,106.987022
1026,107.501945
1027,108.018250
1028,108.535912
1029,109.054924
1030,109.575264
1031,110.096916
1032,110.619858
1033,111.144081
1034,111.669563
1035,112.196289
1036,112.724251
1037,113.253410
1038,113.783768
1039,114.315300
1040,114.847984
1041,115.381813
1042,115.916771
1043,116.452827
1044,116.989975
1045,117.528191
1046,118.067459
1047,118.607773
1048,119.149094
1049,119.691422
1050,120.234734
1051,120.779007
1052,121.324234
1053,121.870392
1054,122.417458
1055,122.965416
1056,123.514259
1057,124.063957
1058,124.614494
1059,125.165863
1060,125.718033
1061,126.270988
1062,126.824715
1063,127.379196
1064,127.934410
1065,128.490341
1066,129.046967
1067,129.604279
1068,130.162247
1069,130.720856
1070,131.280090
1071,131.839935
1072,132.400375
1073,132.961380
1074,133.522934
1075,134.085037
1076,134.647644
1077,135.210754
1078,135.774338
1079,136.338379
1080,136.902878
1081,137.467789
1082,138.033127
1083,138.598831
1084,139.164917
1085,139.731354
1086,140.298111
1087,140.865204
1088,141.432571
1089,142.000229
1090,142.568146
1091,143.136307
1092,143.704681
1093,144.273270
1094,144.842041
1095,145.410980
1096,145.980057
1097,146.549271
1098,147.118607
1099,147.688019
1100,148.257523
1101,148.827072
1102,149.396667
1103,149.966278
1104,150.535889
1105,151.105484
1106,151.675049
1107,152.244553
1108,152.813980
1109,153.383316
1110,153.952545
1111,154.521652
1112,155.090607
1113,155.659393
1114,156.227997
1115,156.796402
1116,157.364594
1117,157.932541
1118,158.500229
1119,159.067642
1120,159.634750
1121,160.201553
1122,160.768036
1123,161.334152
1124,161.899918
1125,162.465286
1126,163.030258
1127,163.594803
1128,164.158905
1129,164.722549
1130,165.285706
1131,165.848373
1132,166.410538
1133,166.972153
1134,167.533234
1135,168.093735
1136,168.653641
1137,169.212952
1138,169.771652
1139,170.329697
1140,170.887085
1141,171.443787
1142,171.999802
1143,172.555099
1144,173.109665
1145,173.663483
1146,174.216537
1147,174.768799
1148,175.320251
1149,175.870895
1150,176.420700
1151,176.969635
1152,177.517700
1153,178.064880
1154,178.611145
1155,179.156479
1156,179.700867
1157,180.244293
1158,180.786743
1159,181.328186
1160,181.868622
1161,182.408005
1162,182.946350
1163,183.483627
1164,184.019821
1165,184.554901
1166,185.088867
1167,185.621689
1168,186.153351
1169,186.683853
1170,187.213165
1171,187.741257
1172,188.268127
1173,188.793762
1174,189.318130
1175,189.841232
1176,190.363037
1177,190.883530
1178,191.402710
1179,191.920532
1180,192.436996
1181,192.952087
1182,193.465775
1183,193.978058
1184,194.488922
1185,194.998337
1186,195.506287
1187,196.012772
1188,196.517746
1189,197.021225
1190,197.523178
1191,198.023575
1192,198.522430
1193,199.019699
1194,199.515396
1195,200.009476
1196,200.501923
1197,200.992737
1198,201.481903
1199,201.969391
1200,202.455200
1201,202.939301
1202,203.421692
1203,203.902344
1204,204.381256
1205,204.858383
1206,205.333740
1207,205.807312
1208,206.279068
1209,206.748993
1210,207.217087
1211,207.683304
1212,208.147675
1213,208.610138
1214,209.070709
1215,209.529358
1216,209.986084
1217,210.440857
1218,210.893677
1219,211.344513
1220,211.793365
1221,212.240204
1222,212.685028
1223,213.127823
1224,213.568558
1225,214.007233
1226,214.443848
1227,214.878357
1228,215.310760
1229,215.741043
1230,216.169205
1231,216.595215
1232,217.019058
1233,217.440720
1234,217.860214
1235,218.277496
1236,218.692566
1237,219.105392
1238,219.515991
1239,219.924332
1240,220.330399
1241,220.734192
1242,221.135696
1243,221.534882
1244,221.931747
1245,222.326279
1246,222.718460
1247,223.108276
1248,223.495743
1249,223.880798
1250,224.263474
1251,224.643738
1252,225.021576
1253,225.396988
1254,225.769943
1255,226.140442
1256,226.508484
1257,226.874023
1258,227.237076
1259,227.597626
1260,227.955658
1261,228.311157
1262,228.664124
1263,229.014526
1264,229.362366
1265,229.707642
1266,230.050323
1267,230.390411
1268,230.727890
1269,231.062744
1270,231.394974
1271,231.724564
1272,232.051498
1273,232.375763
1274,232.697372
1275,233.016281
1276,233.332504
1277,233.646027
1278,233.956833
1279,234.264923
1280,234.570267
1281,234.872864
1282,235.172714
1283,235.469803
1284,235.764114
1285,236.055649
1286,236.344391
1287,236.630325
1288,236.913452
1289,237.193756
1290,237.471237
1291,237.745865
1292,238.017670
1293,238.286606
1294,238.552673
1295,238.815872
1296,239.076187
1297,239.333618
1298,239.588135
1299,239.839767
1300,240.088470
1301,240.334244
1302,240.577103
1303,240.817017
1304,241.053986
1305,241.287994
1306,241.519043
1307,241.747131
1308,241.972229
1309,242.194351
1310,242.413483
1311,242.629608
1312,242.842728
1313,243.052841
1314,243.259933
1315,243.464005
1316,243.665039
1317,243.863037
1318,244.057983
1319,244.249893
1320,244.438721
1321,244.624496
1322,244.807205
1323,244.986847
1324,245.163391
1325,245.336853
1326,245.507217
1327,245.674484
1328,245.838654
1329,245.999695
1330,246.157639
1331,246.312454
1332,246.464157
1333,246.612717
1334,246.758148
1335,246.900436
1336,247.039581
1337,247.175583
1338,247.308426
1339,247.438126
1340,247.564651
1341,247.688004
1342,247.808197
1343,247.925217
1344,248.039062
1345,248.149719
1346,248.257187
1347,248.361481
1348,248.462570
1349,248.560471
1350,248.655182
1351,248.746674
1352,248.834976
1353,248.920074
1354,249.001953
1355,249.080627
1356,249.156082
1357,249.228317
1358,249.297333
1359,249.363129
1360,249.425705
1361,249.485046
1362,249.541168
1363,249.594055
1364,249.643707
1365,249.690140
1366,249.733322
1367,249.773270
1368,249.809998
1369,249.843475
1370,249.873703
1371,249.900711
1372,249.924469
1373,249.944977
1374,249.962250
1375,249.976273
1376,249.987061
1377,249.994598
1378,249.998901
1379,249.999954
1380,249.997757
1381,249.992325
1382,249.983643
1383,249.971710
1384,249.956543
1385,249.938126
1386,249.916473
1387,249.891571
1388,249.863434
1389,249.832062
1390,249.797440
1391,249.759583
1392,249.718491
1393,249.674164
1394,249.626602
1395,249.575806
1396,249.521774
1397,249.464523
1398,249.404037
1399,249.340332
1400,249.273407
1401,249.203247
1402,249.129883
1403,249.053299
1404,248.973495
1405,248.890488
1406,248.804260
1407,248.714844
1408,248.622208
1409,248.526382
1410,248.427353
1411,248.325134
1412,248.219727
1413,248.111130
1414,247.999344
1415,247.884384
1416,247.766251
1417,247.644943
1418,247.520477
1419,247.392838
1420,247.262024
1421,247.128082
1422,246.990967
1423,246.850708
1424,246.707321
1425,246.560791
1426,246.411118
1427,246.258316
1428,246.102402
1429,245.943375
1430,245.781219
1431,245.615967
1432,245.447601
1433,245.276138
1434,245.101593
1435,244.923965
1436,244.743256
1437,244.559464
1438,244.372604
1439,244.182693
1440,243.989716
1441,243.793686
1442,243.594620
1443,243.392517
1444,243.187393
1445,242.979233
1446,242.768066
1447,242.553879
1448,242.336685
1449,242.116501
1450,241.893341
1451,241.667191
1452,241.438049
1453,241.205963
1454,240.970901
1455,240.732910
1456,240.491959
1457,240.248077
1458,240.001251
1459,239.751526
1460,239.498886
1461,239.243332
1462,238.984879
1463,238.723557
1464,238.459335
1465,238.192261
1466,237.922318
1467,237.649521
1468,237.373886
1469,237.095413
1470,236.814117
1471,236.529999
1472,236.243073
1473,235.953354
1474,235.660843
1475,235.365555
1476,235.067490
1477,234.766663
1478,234.463104
1479,234.156784
1480,233.847748
1481,233.535980
1482,233.221512
1483,232.904343
1484,232.584473
1485,232.261932
1486,231.936722
1487,231.608856
1488,231.278336
1489,230.945175
1490,230.609390
1491,230.270996
1492,229.929993
1493,229.586411
1494,229.240234
1495,228.891479
1496,228.540176
1497,228.186310
1498,227.829926
1499,227.471008
1500,227.109573
1501,226.745636
1502,226.379211
1503,226.010315
1504,225.638947
1505,225.265121
1506,224.888855
1507,224.510162
1508,224.129059
1509,223.745544
1510,223.359634
1511,222.971344
1512,222.580688
1513,222.187668
1514,221.792313
1515,221.394623
1516,220.994629
1517,220.592331
1518,220.187729
1519,219.780853
1520,219.371719
1521,218.960342
1522,218.546707
1523,218.130859
1524,217.712799
1525,217.292557
1526,216.870117
1527,216.445496
1528,216.018738
1529,215.589828
1530,215.158798
1531,214.725647
1532,214.290405
1533,213.853058
1534,213.413651
1535,212.972198
1536,212.528687
1537,212.083145
1538,211.635605
1539,211.186050
1540,210.734512
1541,210.281006
1542,209.825546
1543,209.368134
1544,208.908813
1545,208.447571
1546,207.984436
1547,207.519409
1548,207.052536
1549,206.583786
1550,206.113220
1551,205.640823
1552,205.166626
1553,204.690643
1554,204.212875
1555,203.733353
1556,203.252090
1557,202.769104
1558,202.284393
1559,201.797989
1560,201.309906
1561,200.820160
1562,200.328766
1563,199.835739
1564,199.341095
1565,198.844849
1566,198.347015
1567,197.847626
1568,197.346664
1569,196.844177
1570,196.340164
1571,195.834656
1572,195.327652
1573,194.819183
1574,194.309265
1575,193.797897
1576,193.285126
1577,192.770935
1578,192.255356
1579,191.738419
1580,191.220108
1581,190.700470
1582,190.179520
1583,189.657257
1584,189.133713
1585,188.608887
1586,188.082809
1587,187.555511
1588,187.026978
1589,186.497253
1590,185.966354
1591,185.434265
1592,184.901047
1593,184.366684
1594,183.831207
1595,183.294632
1596,182.756989
1597,182.218262
1598,181.678513
1599,181.137711
1600,180.595917
1601,180.053131
1602,179.509354
1603,178.964630
1604,178.418976
1605,177.872391
1606,177.324890
1607,176.776520
1608,176.227264
1609,175.677170
1610,175.126236
1611,174.574493
1612,174.021957
1613,173.468628
1614,172.914551
1615,172.359726
1616,171.804169
1617,171.247910
1618,170.690964
1619,170.133347
1620,169.575073
1621,169.016159
1622,168.456635
1623,167.896500
1624,167.335800
1625,166.774536
1626,166.212723
1627,165.650375
1628,165.087540
1629,164.524200
1630,163.960388
1631,163.396133
1632,162.831436
1633,162.266327
1634,161.700821
1635,161.134933
1636,160.568680
1637,160.002090
1638,159.435165
1639,158.867950
1640,158.300430
1641,157.732651
1642,157.164627
1643,156.596359
1644,156.027878
1645,155.459213
1646,154.890350
1647,154.321350
1648,153.752197
1649,153.182922
1650,152.613556
1651,152.044098
1652,151.474564
1653,150.904999
1654,150.335388
1655,149.765778
1656,149.196167
1657,148.626587
1658,148.057053
1659,147.487579
1660,146.918198
1661,146.348907
1662,145.779724
1663,145.210693
1664,144.641815
1665,144.073105
1666,143.504593
1667,142.936295
1668,142.368210
1669,141.800385
1670,141.232834
1671,140.665558
1672,140.098587
1673,139.531937
1674,138.965622
1675,138.399658
1676,137.834091
1677,137.268906
1678,136.704132
1679,136.139801
1680,135.575912
1681,135.012482
1682,134.449554
1683,133.887115
1684,133.325211
1685,132.763855
1686,132.203033
1687,131.642807
1688,131.083176
1689,130.524155
1690,129.965775
1691,129.408035
1692,128.850967
1693,128.294571
1694,127.738899
1695,127.183937
1696,126.629723
1697,126.076263
1698,125.523582
1699,124.971695
1700,124.420616
1701,123.870369
1702,123.320976
1703,122.772438
1704,122.224792
1705,121.678040
1706,121.132217
1707,120.587318
1708,120.043381
1709,119.500420
1710,118.958443
1711,118.417473
1712,117.877525
1713,117.338623
1714,116.800781
1715,116.264015
1716,115.728340
1717,115.193787
1718,114.660355
1719,114.128067
1720,113.596954
1721,113.067017
1722,112.538277
1723,112.010750
1724,111.484459
1725,110.959419
1726,110.435638
1727,109.913147
1728,109.391960
1729,108.872086
1730,108.353546
1731,107.836357
1732,107.320541
1733,106.806107
1734,106.293068
1735,105.781456
1736,105.271271
1737,104.762543
1738,104.255280
1739,103.749504
1740,103.245232
1741,102.742470
1742,102.241241
1743,101.741570
1744,101.243454
1745,100.746925
1746,100.251991
1747,99.758675
1748,99.266991
1749,98.776947
1750,98.288574
1751,97.801872
1752,97.316864
1753,96.833565
1754,96.351990
1755,95.872162
1756,95.394089
1757,94.917778
1758,94.443260
1759,93.970551
1760,93.499657
1761,93.030586
1762,92.563377
1763,92.098022
1764,91.634552
1765,91.172974
1766,90.713303
1767,90.255554
1768,89.799751
1769,89.345894
1770,88.894005
1771,88.444099
1772,87.996193
1773,87.550301
1774,87.106430
1775,86.664604
1776,86.224831
1777,85.787125
1778,85.351501
1779,84.917984
1780,84.486572
1781,84.057281
1782,83.630142
1783,83.205147
1784,82.782318
1785,82.361679
1786,81.943230
1787,81.526985
1788,81.112961
1789,80.701180
1790,80.291641
1791,79.884369
1792,79.479370
1793,79.076660
1794,78.676247
1795,78.278152
1796,77.882378
1797,77.488953
1798,77.097878
1799,76.709160
1800,76.322830
1801,75.938889
1802,75.557350
1803,75.178223
1804,74.801529
1805,74.427269
1806,74.055466
1807,73.686127
1808,73.319260
1809,72.954880
1810,72.593002
1811,72.233643
1812,71.876801
1813,71.522491
1814,71.170731
1815,70.821526
1816,70.474892
1817,70.130836
1818,69.789375
1819,69.450516
1820,69.114273
1821,68.780647
1822,68.449661
1823,68.121323
1824,67.795639
1825,67.472618
1826,67.152275
1827,66.834625
1828,66.519676
1829,66.207428
1830,65.897903
1831,65.591110
1832,65.287048
1833,64.985741
1834,64.687187
1835,64.391403
1836,64.098404
1837,63.808182
1838,63.520760
1839,63.236145
1840,62.954346
1841,62.675369
1842,62.399223
1843,62.125923
1844,61.855473
1845,61.587883
1846,61.323162
1847,61.061321
1848,60.802361
1849,60.546299
1850,60.293137
1851,60.042885
1852,59.795551
1853,59.551147
1854,59.309677
1855,59.071148
1856,58.835571
1857,58.602951
1858,58.373295
1859,58.146614
1860,57.922913
1861,57.702198
1862,57.484478
1863,57.269764
1864,57.058052
1865,56.849361
1866,56.643688
1867,56.441048
1868,56.241444
1869,56.044880
1870,55.851364
1871,55.660900
1872,55.473503
1873,55.289169
